State,Profession,Avg_Score
California,Nurse,330.35995
California,Sales Manager,308.05475
California,Teacher,302.2809
Florida,Sales Manager,389.02798
Florida,Data Scientist,358.55545
Florida,Teacher,300.7709
Illinois,Data Scientist,374.5235
Illinois,Teacher,338.55338
Illinois,Software Engineer,332.1818
New York,Teacher,486.67627
New York,Nurse,387.80844
New York,Sales Manager,322.54895
Texas,Data Scientist,354.99014
Texas,Software Engineer,306.07037
Texas,Nurse,303.25754
